MANDT;ID;NAME;FORM;STREET;POSTBOX;POSTCODE;CITY;COUNTRY;REGION;TELEPHONE;CUSTTYPE;DISCOUNT;LANGU;EMAIL;WEBUSER
100;00000974;Annemarie Eichbaum;Frau;Stauboernchenstrasse 263;;67663;Kaiserslautern;DE;RHP;0631 2052399;P;005;D;Annemarie_Eichbaum@Kaiserslautern.net;
100;00000975;Florian Domenech;Herr;Gruenlingweg 106;;69180;Wiesloch;DE;;06222 12345;P;010;D;Florian_Domenech@Wiesloch.net;
100;00000976;Pierre Mechler;M;45 route de Pégomas;;06130;Grasse;FR;;+33 2 72 69 00 32;P;015;F;Pierre_Mechler@Grasse.net;
100;00000977;Walter Weiss;Herr;Carl-Metz Strasse 249;;68163;Mannheim;DE;;0049 621 8282693;P;000;D;Walter_Weiss@Mannheim.net;
100;00000978;Adam Dumbach;Herr;Heidelberger Str. 117;;69483;Wald-Michelbach;DE;;06207 4138;P;005;D;Adam_Dumbach@Wald-Michelbach.net;
100;00000979;Salvador Sudhoff;Sr.;175 Piedad;;41006;Sevilla;ES;;953345728;P;010;S;Salvador_Sudhoff@Sevilla.net;
100;00000980;Anneliese Meier;Frau;Am Deich 70;;23056;Buxtehude;DE;;02033 897;P;015;D;Anneliese_Meier@Buxtehude.net;
100;00000981;Guillermo Montero;Mr.;279 Pza. Pablo Ruiz Picasso;;28020;Madrid;ES;;34914567200;P;000;S;Guillermo_Montero@Madrid.net;
100;00000982;Johann Domenech;Herr;Ausfallstr. 22;;11111;Berlin;DE;;030 72545675;P;005;D;Johann_Domenech@Berlin.net;
100;00000983;Fabio Madeira;Mr.;Via Giulio Cesare 66;;00195;Roma;IT;;3452738785;P;010;I;Fabio_Madeira@Roma.net;
100;00000984;Stephen Prinz;Herr;Arionweg 237;;68723;Schwetzingen;DE;;06202 12345;P;015;D;Stephen_Prinz@Schwetzingen.net;
100;00000985;James Jacqmain;Herr;158 Golden Gate Drive;;22334;San Francisco;US;;+1 240 27589 29874;P;000;E;James_Jacqmain@SanFrancisco.net;
100;00000986;Friedrich Sommer;Herr;Friedensallee 278;;63263;Neu-Isenburg;DE;;06227 12345;P;005;D;Friedrich_Sommer@Neu-Isenburg.net;
100;00000987;Anneliese Weiss;Frau;Am Deich 91;;23056;Buxtehude;DE;;02033 897;P;010;D;Anneliese_Weiss@Buxtehude.net;
100;00000988;Illya Gahl;Herr;Im Warmet 63;;69231;Rauenberg;DE;;0800 700707;P;015;D;Illya_Gahl@Rauenberg.net;
100;00000989;Uli Waldmann;Frau;Franz-Marc-Str. 113;;70111;Reutlingen;DE;;0734 372509;P;000;D;Uli_Waldmann@Reutlingen.net;
100;00000990;Simon Marshall;M;rue de Moillebeau 16;;1211;Genève;CH;;+41 22 730 4003;P;005;F;Simon_Marshall@Genève.net;
100;00000991;Johannes Dumbach;Herr;Leichhof 3;;55128;Mainz;DE;;06131 125627;P;010;D;Johannes_Dumbach@Mainz.net;
100;00000992;Thomas Pratt;Mr.;220 Lake Shore Drive;;60657;Chicago;US; IL;312 781 8000;P;015;E;Thomas_Pratt@Chicago.net;
100;00000993;James Gutenberg;Herr;181 Golden Gate Drive;;22334;San Francisco;US;;+1 240 27589 29874;P;000;E;James_Gutenberg@SanFrancisco.net;
100;00000994;Claire Buchholm;Frau;Meerfeldstr. 229;;68163;Mannheim-Lindenhof;DE;;0049 621 8283279;P;005;D;Claire_Buchholm@Mannheim-Lindenhof.net;
100;00000995;Lee Deichgraeber;Mr.;25 17th St.;;09765;Boulder;US;;516-865-1547;P;010;E;Lee_Deichgraeber@Boulder.net;
100;00000996;Thomas Henry;Mr.;171 Lake Shore Drive;;60657;Chicago;US; IL;312 781 8000;P;015;E;Thomas_Henry@Chicago.net;
100;00000997;August Pan;Herr;Alte Reichsstr. 111;;66464;Homburg;DE;;06841 53232;P;000;D;August_Pan@Homburg.net;
100;00000998;Christine Benjamin;Frau;Emil-Heckel-Str. 251;;68163;Mannheim;DE;;0621/812547;P;005;D;Christine_Benjamin@Mannheim.net;
100;00000999;Lothar Goelke;Herr;Hauptstr. 23;;69180;Walldorf;DE;;06227 12345;P;010;D;Lothar_Goelke@Walldorf.net;
100;00001000;Allen Eichbaum;Mr.;238 Sagamore St.;;17758;N. Massapequa;US;;201-692-8128;P;015;E;Allen_Eichbaum@N.Massapequa.net;
100;00001001;Uli Schneider;Frau;Franz-Marc-Str. 11;;70111;Reutlingen;DE;;0734 372509;P;000;D;Uli_Schneider@Reutlingen.net;
100;00001002;Ulla Henry;Frau;Gruenlingweg 59;;69180;Wiesloch;DE;;06222 12345;P;005;D;Ulla_Henry@Wiesloch.net;
100;00001003;Ludwig Gueldenpfennig;Herr;Wilhelminentr. 212;;64283;Darmstadt;DE;;06151 77372;P;010;D;Ludwig_Gueldenpfennig@Darmstadt.net;
100;00001004;Anne-Marie Martin;Frau;Marktplatz 36;;90419;Nuernberg;DE;Bay;0911 584 365;P;015;D;Anne-Marie_Martin@Nuernberg.net;
100;00001005;Mathilde Kreiss;Frau;Erlengrund 203;;68789;St. Leon-Rot;DE;;06227 13813;P;000;D;Mathilde_Kreiss@St.Leon-Rot.net;
100;00001006;Annemarie Domenech;Frau;Stauboernchenstrasse 192;;67663;Kaiserslautern;DE;RHP;0631 2052399;P;005;D;Annemarie_Domenech@Kaiserslautern.net;
100;00001007;Irene Hoffen;Frau;Akazienweg 199;;27299;Langwedel;DE;;04232 16212;P;010;D;Irene_Hoffen@Langwedel.net;
100;00001008;Carmel Hoffen;Dr.;20 Oak Street;;07666;Teaneck;US;;973-331-3069;P;015;E;Carmel_Hoffen@Teaneck.net;
100;00001009;Sophie Buehler;Frau;Mutterstadter Str. 148;;67105;Schifferstadt;DE;;0049 6235 93317;P;000;D;Sophie_Buehler@Schifferstadt.net;
100;00001010;Anne-Marie Hoffen;Frau;Marktplatz 232;;90419;Nuernberg;DE;Bay;0911 584 365;P;005;D;Anne-Marie_Hoffen@Nuernberg.net;
100;00001011;Gisela Trensch;Frau;Goeckinghofstr. 128;;58332;Schwelm;DE;;02336/934587;P;010;D;Gisela_Trensch@Schwelm.net;
100;00001012;Andrej Henry;Herr;241 Poklukarjeva;;1000;Ljubljana;SI;;00386 61 277543;P;015;D;Andrej_Henry@Ljubljana.net;
100;00001013;Walter Heller;Herr;Carl-Metz Strasse 147;;68163;Mannheim;DE;;0049 621 8282693;P;000;D;Walter_Heller@Mannheim.net;
100;00001014;Matthias Marshall;Herr;Gartenstr. 73;;69123;Heidelberg;DE;;07254 6442;P;005;D;Matthias_Marshall@Heidelberg.net;
100;00001015;Kurt Benz;Dr.;Waldmann 79;;69207;Kurt;DE;;06221 922 053;P;010;D;Kurt_Benz@Kurt.net;
100;00001016;Pierre Rahn;M;219 route de Pégomas;;06130;Grasse;FR;;+33 2 72 69 00 32;P;015;F;Pierre_Rahn@Grasse.net;
100;00001017;Johannes Vrsic;Herr;Leichhof 87;;55128;Mainz;DE;;06131 125627;P;000;D;Johannes_Vrsic@Mainz.net;
100;00001018;Christoph Dumbach;Mr;30 Federal Avenue;;17844;Washington;US;;221 784 4478;P;005;E;Christoph_Dumbach@Washington.net;
100;00001019;Jean-Luc Illner;Herr;185 Rue Balzac;;75839;Paris;FR;;+33 10 3387 23428;P;010;F;Jean-Luc_Illner@Paris.net;
100;00001020;Carmel Hunter;Dr.;227 Oak Street;;07666;Teaneck;US;;973-331-3069;P;015;E;Carmel_Hunter@Teaneck.net;
100;00001021;Claire Domenech;Frau;Meerfeldstr. 133;;68163;Mannheim-Lindenhof;DE;;0049 621 8283279;P;000;D;Claire_Domenech@Mannheim-Lindenhof.net;
100;00001022;Ulla Martin;Frau;Gruenlingweg 43;;69180;Wiesloch;DE;;06222 12345;P;005;D;Ulla_Martin@Wiesloch.net;
100;00001023;Christine Simonen;Frau;Emil-Heckel-Str. 190;;68163;Mannheim;DE;;0621/812547;P;010;D;Christine_Simonen@Mannheim.net;
100;00001024;Thilo Hansmann;Herr;Zwischergasse 57;;23496;Dielheim;DE;;1234 5678900386;P;015;D;Thilo_Hansmann@Dielheim.net;
100;00001025;Jean-Luc Legrand;Herr;61 Rue Balzac;;75839;Paris;FR;;+33 10 3387 23428;P;000;F;Jean-Luc_Legrand@Paris.net;
100;00001026;Amelie Barth;Frau;Froschstr. 213;;68753;Amelie;DE;;07254 953350;P;005;D;Amelie_Barth@Amelie.net;
100;00001027;Juan Heller;Sr.;6 Fuenlabrada;;28017;Madrid;ES;;914782397;P;010;S;Juan_Heller@Madrid.net;
100;00001028;Fabio Babilon;Mr.;Via Giulio Cesare 221;;00195;Roma;IT;;3452738785;P;015;I;Fabio_Babilon@Roma.net;
100;00001029;Ruth Simonen;Frau;Melissenstr. 247;;41466;Neuss;DE;;02131 465750;P;000;D;Ruth_Simonen@Neuss.net;
100;00001030;Dominik Koslowski;Herr;Albert-Schweitzer-Str. 54;;75305;Neuenburg;DE;;07082/8950;P;005;D;Dominik_Koslowski@Neuenburg.net;
100;00001031;Uli Kramer;Frau;Franz-Marc-Str. 15;;70111;Reutlingen;DE;;0734 372509;P;010;D;Uli_Kramer@Reutlingen.net;
100;00001032;Anna Ryan;Frau;N7, 248;;68161;Mannheim;DE;;0621/25871;P;015;D;Anna_Ryan@Mannheim.net;
100;00001033;Achim Barth;Herr;Rankestr. 102;;76137;Karlsruhe;DE;;0721 37758;P;000;D;Achim_Barth@Karlsruhe.net;
100;00001034;Siegfried Cesari;Herr;Schillerstr. 27;;15344;Strausberg;DE;;03342 365749;P;005;D;Siegfried_Cesari@Strausberg.net;
100;00001035;Simon Simonen;M;rue de Moillebeau 193;;1211;Genève;CH;;+41 22 730 4003;P;010;F;Simon_Simonen@Genève.net;
100;00001036;Ludwig Leisert;Herr;Wilhelminentr. 225;;64283;Darmstadt;DE;;06151 77372;P;015;D;Ludwig_Leisert@Darmstadt.net;
100;00001037;Florian Kreiss;Herr;Gruenlingweg 76;;69180;Wiesloch;DE;;06222 12345;P;000;D;Florian_Kreiss@Wiesloch.net;
100;00001038;Marta Rahn;Sra.;208 Camelias;;08014;Barcelona;ES;;932374423;P;005;S;Marta_Rahn@Barcelona.net;
100;00001039;Salvador Hansmann;Sr.;101 Piedad;;41006;Sevilla;ES;;953345728;P;010;S;Salvador_Hansmann@Sevilla.net;
100;00001040;Peter Kirk;Herr;Karl-Marx-Allee 58;;16233;Potsdam;DE;;03224 78655;P;015;D;Peter_Kirk@Potsdam.net;
100;00001041;Lothar Benz;Herr;Stiftsbogen 149;;81375;Muenchen;DE;BAY;089 8828838;P;000;D;Lothar_Benz@Muenchen.net;
100;00001042;Kurt Neubasler;Dr.;Waldmann 180;;69207;Kurt;DE;;06221 922 053;P;005;D;Kurt_Neubasler@Kurt.net;
100;00001043;Guillermo Zimmermann;Mr.;115 Pza. Pablo Ruiz Picasso;;28020;Madrid;ES;;34914567200;P;010;S;Guillermo_Zimmermann@Madrid.net;
100;00001044;Lothar H. Matthaeus;Herr;Stiftsbogen 195;;81375;Muenchen;DE;BAY;089 8828838;P;015;D;Lothar_Matthaeus@Muenchen.net;
100;00001045;Johannes Heller;Herr;Leichhof 207;;55128;Mainz;DE;;06131 125627;P;000;D;Johannes_Heller@Mainz.net;
100;00001046;Anna Koller;Frau;Lerchenstr. 80;;86343;Koenigsbrunn;DE;;08912 44376;P;005;D;Anna_Koller@Koenigsbrunn.net;
100;00001047;Horst Heller;Herr;Elzstrasse 230;;79312;Emmendingen;DE;;07641 927813;P;010;D;Horst_Heller@Emmendingen.net;
100;00001048;Illya Heller;Herr;Im Warmet 52;;69231;Rauenberg;DE;;0800 700707;P;015;D;Illya_Heller@Rauenberg.net;
100;00001049;Johann Hoffen;Herr;Ausfallstr. 2;;11111;Berlin;DE;;030 72545675;P;000;D;Johann_Hoffen@Berlin.net;
100;00001050;Horst Buehler;Herr;Elzstrasse 183;;79312;Emmendingen;DE;;07641 927813;P;005;D;Horst_Buehler@Emmendingen.net;
100;00001051;Chantal Wohl;Mme;14 rue Nieuport;;78140;Vélizy;FR;;0134 63 1919;P;010;F;Chantal_Wohl@Vélizy.net;
100;00001052;Dominik Madeira;Herr;Albert-Schweitzer-Str. 277;;75305;Neuenburg;DE;;07082/8950;P;015;D;Dominik_Madeira@Neuenburg.net;
100;00001053;Walter Simonen;Herr;Carl-Metz Strasse 273;;68163;Mannheim;DE;;0049 621 8282693;P;000;D;Walter_Simonen@Mannheim.net;
100;00001054;Georg Koller;Herr;Caspar-David-Friedrich-Str. 11;;69190;Walldorf;DE;;06227/57188;P;005;D;Georg_Koller@Walldorf.net;
100;00001055;Matthias D´Oultrement;Herr;Gartenstr. 268;;69123;Heidelberg;DE;;07254 6442;P;010;D;Matthias_D´Oultrement@Heidelberg.net;
100;00001056;Fabio Deichgraeber;Mr.;Via Giulio Cesare 78;;00195;Roma;IT;;3452738785;P;015;I;Fabio_Deichgraeber@Roma.net;
100;00001057;Ludwig Goelke;Herr;Wilhelminentr. 200;;64283;Darmstadt;DE;;06151 77372;P;000;D;Ludwig_Goelke@Darmstadt.net;
100;00001058;Lothar Goelke;Herr;Stiftsbogen 71;;81375;Muenchen;DE;BAY;089 8828838;P;005;D;Lothar_Goelke@Muenchen.net;
100;00001059;Achim Jacqmain;Herr;Rankestr. 108;;76137;Karlsruhe;DE;;0721 37758;P;010;D;Achim_Jacqmain@Karlsruhe.net;
100;00001060;Stephen Jacqmain;Herr;Arionweg 167;;68723;Schwetzingen;DE;;06202 12345;P;015;D;Stephen_Jacqmain@Schwetzingen.net;
100;00001061;August Hansmann;Herr;Alte Reichsstr. 233;;66464;Homburg;DE;;06841 53232;P;000;D;August_Hansmann@Homburg.net;
100;00001062;Siegfried Trensch;Herr;Schillerstr. 139;;15344;Strausberg;DE;;03342 365749;P;005;D;Siegfried_Trensch@Strausberg.net;
100;00001063;Johannes Sessler;Herr;Leichhof 202;;55128;Mainz;DE;;06131 125627;P;010;D;Johannes_Sessler@Mainz.net;
100;00001064;Uli Gahl;Frau;Franz-Marc-Str. 90;;70111;Reutlingen;DE;;0734 372509;P;015;D;Uli_Gahl@Reutlingen.net;
100;00001065;Ulla Miguel;Frau;Gruenlingweg 85;;69180;Wiesloch;DE;;06222 12345;P;000;D;Ulla_Miguel@Wiesloch.net;
100;00001066;Roland Schneider;Herr;Gemeindestr. 266;;79761;Waldshut;DE;;07751 800753;P;005;D;Roland_Schneider@Waldshut.net;
100;00001067;Kurt Vrsic;Dr.;Waldmann 50;;69207;Kurt;DE;;06221 922 053;P;010;D;Kurt_Vrsic@Kurt.net;
100;00001068;Siegfried Marshall;Herr;Schillerstr. 4;;15344;Strausberg;DE;;03342 365749;P;015;D;Siegfried_Marshall@Strausberg.net;
100;00001069;Theresia Hunter;Frau;Arndtstrasse 178;;71116;Gaertringen;DE;;07034 / 299934;P;000;D;Theresia_Hunter@Gaertringen.net;
100;00001070;Astrid Moyano;Frau;Karl-Schwaner-Str. 123;;68219;Mannheim;DE;;0621 801740;P;005;D;Astrid_Moyano@Mannheim.net;
100;00001071;Irene Sisko;Frau;Akazienweg 169;;27299;Langwedel;DE;;04232 16212;P;010;D;Irene_Sisko@Langwedel.net;
100;00001072;Andreas Koslowski;Herr;Hasnerstrasse 142;;4020;Linz;AT;;0732 652149;P;015;D;Andreas_Koslowski@Linz.net;
100;00001073;Ruth Detemple;Frau;Melissenstr. 280;;41466;Neuss;DE;;02131 465750;P;000;D;Ruth_Detemple@Neuss.net;
100;00001074;Christine Buchholm;Frau;Emil-Heckel-Str. 156;;68163;Mannheim;DE;;0621/812547;P;005;D;Christine_Buchholm@Mannheim.net;
100;00001075;Ida Vrsic;Frau;Dudweilerstr. 174;;66386;St. Ingbert;DE;;06894 194285;P;010;D;Ida_Vrsic@St.Ingbert.net;
100;00001076;Thilo Zimmermann;Herr;Zwischergasse 84;;23496;Dielheim;DE;;1234 5678900386;P;015;D;Thilo_Zimmermann@Dielheim.net;
100;00001077;Astrid Matthaeus;Frau;Karl-Schwaner-Str. 37;;68219;Mannheim;DE;;0621 801740;P;000;D;Astrid_Matthaeus@Mannheim.net;
100;00001078;Christa Lautenbach;Frau;Ausserhalb 186;;64342;Seeheim-Jugenheim;DE;;06157 93123;P;005;D;Christa_Lautenbach@Seeheim-Jugenheim.net;
100;00001079;Cindy Benz;Mrs;125 Windstone Drive;;76018;Arlington;US;TX;817 472 1902;P;010;E;Cindy_Benz@Arlington.net;
100;00001080;Sophie Jeremias;Frau;Mutterstadter Str. 134;;67105;Schifferstadt;DE;;0049 6235 93317;P;015;D;Sophie_Jeremias@Schifferstadt.net;
100;00001081;Claire Vrsic;Frau;Meerfeldstr. 35;;68163;Mannheim-Lindenhof;DE;;0049 621 8283279;P;000;D;Claire_Vrsic@Mannheim-Lindenhof.net;
100;00001082;Christine D´Oultrement;Frau;Emil-Heckel-Str. 231;;68163;Mannheim;DE;;0621/812547;P;005;D;Christine_D´Oultrement@Mannheim.net;
100;00001083;Christa Fischmann;Frau;Ausserhalb 197;;64342;Seeheim-Jugenheim;DE;;06157 93123;P;010;D;Christa_Fischmann@Seeheim-Jugenheim.net;
100;00001084;Guillermo Benz;Mr.;93 Pza. Pablo Ruiz Picasso;;28020;Madrid;ES;;34914567200;P;015;S;Guillermo_Benz@Madrid.net;
100;00001085;Hendrik Martin;Herr;Auf dem Huegel 98;;75757;Elsenz;DE;;07272 757575;P;000;D;Hendrik_Martin@Elsenz.net;
100;00001086;Thilo Trensch;Herr;Zwischergasse 159;;23496;Dielheim;DE;;1234 5678900386;P;005;D;Thilo_Trensch@Dielheim.net;
100;00001087;Lee Fischmann;Mr.;240 17th St.;;09765;Boulder;US;;516-865-1547;P;010;E;Lee_Fischmann@Boulder.net;
100;00001088;Lothar Delon;Herr;Stiftsbogen 65;;81375;Muenchen;DE;BAY;089 8828838;P;015;D;Lothar_Delon@Muenchen.net;
100;00001089;August Martin;Herr;Alte Reichsstr. 243;;66464;Homburg;DE;;06841 53232;P;000;D;August_Martin@Homburg.net;
100;00001090;Illya Jeremias;Herr;Im Warmet 239;;69231;Rauenberg;DE;;0800 700707;P;005;D;Illya_Jeremias@Rauenberg.net;
100;00001091;Matthias Picard;Herr;Gartenstr. 253;;69123;Heidelberg;DE;;07254 6442;P;010;D;Matthias_Picard@Heidelberg.net;
100;00001092;Cindy Delon;Mrs;228 Windstone Drive;;76018;Arlington;US;TX;817 472 1902;P;015;E;Cindy_Delon@Arlington.net;
100;00001093;Juan Gutenberg;Sr.;34 Fuenlabrada;;28017;Madrid;ES;;914782397;P;000;S;Juan_Gutenberg@Madrid.net;
100;00001094;Mathilde Pan;Frau;Erlengrund 46;;68789;St. Leon-Rot;DE;;06227 13813;P;005;D;Mathilde_Pan@St.Leon-Rot.net;
100;00001095;Siegfried Kramer;Herr;Schillerstr. 250;;15344;Strausberg;DE;;03342 365749;P;010;D;Siegfried_Kramer@Strausberg.net;
100;00001096;Anne-Marie Domenech;Frau;Marktplatz 262;;90419;Nuernberg;DE;Bay;0911 584 365;P;015;D;Anne-Marie_Domenech@Nuernberg.net;
100;00001097;Anne-Marie Mechler;Frau;Marktplatz 10;;90419;Nuernberg;DE;Bay;0911 584 365;P;000;D;Anne-Marie_Mechler@Nuernberg.net;
100;00001098;Adam Prinz;Herr;Heidelberger Str. 126;;69483;Wald-Michelbach;DE;;06207 4138;P;005;D;Adam_Prinz@Wald-Michelbach.net;
100;00001099;Ida Pratt;Frau;Dudweilerstr. 95;;66386;St. Ingbert;DE;;06894 194285;P;010;D;Ida_Pratt@St.Ingbert.net;
100;00001100;Siegfried Sommer;Herr;Schillerstr. 198;;15344;Strausberg;DE;;03342 365749;P;015;D;Siegfried_Sommer@Strausberg.net;
100;00001101;Lothar Miguel;Herr;Stiftsbogen 116;;81375;Muenchen;DE;BAY;089 8828838;P;000;D;Lothar_Miguel@Muenchen.net;
100;00001102;Laura Benjamin;Frau;Raupelsweg 146;;60118;Mainz;DE;;06221 934 432;P;005;D;Laura_Benjamin@Mainz.net;
100;00001103;Johannes Ryan;Herr;Leichhof 99;;55128;Mainz;DE;;06131 125627;P;010;D;Johannes_Ryan@Mainz.net;
100;00001104;Friedrich Domenech;Herr;Friedensallee 245;;63263;Neu-Isenburg;DE;;06227 12345;P;015;D;Friedrich_Domenech@Neu-Isenburg.net;
100;00001105;Johannes Mechler;Herr;Leichhof 189;;55128;Mainz;DE;;06131 125627;P;000;D;Johannes_Mechler@Mainz.net;
100;00001106;Chantal Heller;Mme;172 rue Nieuport;;78140;Vélizy;FR;;0134 63 1919;P;005;F;Chantal_Heller@Vélizy.net;
100;00001107;Marta Sommer;Sra.;67 Camelias;;08014;Barcelona;ES;;932374423;P;010;S;Marta_Sommer@Barcelona.net;
100;00001108;Hendrik Trensch;Herr;Auf dem Huegel 211;;75757;Elsenz;DE;;07272 757575;P;015;D;Hendrik_Trensch@Elsenz.net;
100;00001109;Anne-Marie Gahl;Frau;Marktplatz 254;;90419;Nuernberg;DE;Bay;0911 584 365;P;000;D;Anne-Marie_Gahl@Nuernberg.net;
100;00001110;Laura Kramer;Frau;Raupelsweg 109;;60118;Mainz;DE;;06221 934 432;P;005;D;Laura_Kramer@Mainz.net;
100;00001111;Andrej Heller;Herr;164 Poklukarjeva;;1000;Ljubljana;SI;;00386 61 277543;P;010;D;Andrej_Heller@Ljubljana.net;
100;00001112;Holm Zimmermann;Herr;Muehltalstr. 179;;69121;Heidelberg;DE;;06221 54321;P;015;D;Holm_Zimmermann@Heidelberg.net;
100;00001113;Hendrik Miguel;Herr;Auf dem Huegel 205;;75757;Elsenz;DE;;07272 757575;P;000;D;Hendrik_Miguel@Elsenz.net;
100;00001114;Cindy Prinz;Mrs;41 Windstone Drive;;76018;Arlington;US;TX;817 472 1902;P;005;E;Cindy_Prinz@Arlington.net;
100;00001115;Astrid Babilon;Frau;Karl-Schwaner-Str. 153;;68219;Mannheim;DE;;0621 801740;P;010;D;Astrid_Babilon@Mannheim.net;
100;00001116;Ludwig Hunter;Herr;Wilhelminentr. 166;;64283;Darmstadt;DE;;06151 77372;P;015;D;Ludwig_Hunter@Darmstadt.net;
100;00001117;Sophie Legrand;Frau;Mutterstadter Str. 177;;67105;Schifferstadt;DE;;0049 6235 93317;P;000;D;Sophie_Legrand@Schifferstadt.net;
100;00001118;Achim Sommer;Herr;Rankestr. 236;;76137;Karlsruhe;DE;;0721 37758;P;005;D;Achim_Sommer@Karlsruhe.net;
100;00001119;Irene Jacqmain;Frau;Akazienweg 17;;27299;Langwedel;DE;;04232 16212;P;010;D;Irene_Jacqmain@Langwedel.net;
100;00001120;Benjamin Henry;Mr;47 Voodoo Avenue;;63728;New Orleans;US;;+1 552 48959 68876;P;015;E;Benjamin_Henry@NewOrleans.net;
100;00001121;Ludwig Ryan;Herr;Wilhelminentr. 191;;64283;Darmstadt;DE;;06151 77372;P;000;D;Ludwig_Ryan@Darmstadt.net;
100;00001122;Anneliese Sudhoff;Frau;Am Deich 217;;23056;Buxtehude;DE;;02033 897;P;005;D;Anneliese_Sudhoff@Buxtehude.net;
100;00001123;Ruth Madeira;Frau;Melissenstr. 21;;41466;Neuss;DE;;02131 465750;P;010;D;Ruth_Madeira@Neuss.net;
100;00001124;Roland Leisert;Herr;Gemeindestr. 92;;79761;Waldshut;DE;;07751 800753;P;015;D;Roland_Leisert@Waldshut.net;
100;00001125;Lee Domenech;Mr.;218 17th St.;;09765;Boulder;US;;516-865-1547;P;000;E;Lee_Domenech@Boulder.net;
100;00001126;Florian Koslowski;Herr;Gruenlingweg 157;;69180;Wiesloch;DE;;06222 12345;P;005;D;Florian_Koslowski@Wiesloch.net;
100;00001127;Guillermo Delon;Mr.;131 Pza. Pablo Ruiz Picasso;;28020;Madrid;ES;;34914567200;P;010;S;Guillermo_Delon@Madrid.net;
100;00001128;Kurt Dumbach;Dr.;Waldmann 145;;69207;Kurt;DE;;06221 922 053;P;015;D;Kurt_Dumbach@Kurt.net;
100;00001129;Ulla Weiss;Frau;Gruenlingweg 226;;69180;Wiesloch;DE;;06222 12345;P;000;D;Ulla_Weiss@Wiesloch.net;
100;00001130;Adam Henry;Herr;Heidelberger Str. 271;;69483;Wald-Michelbach;DE;;06207 4138;P;005;D;Adam_Henry@Wald-Michelbach.net;
100;00001131;Johann Illner;Herr;Ausfallstr. 260;;11111;Berlin;DE;;030 72545675;P;010;D;Johann_Illner@Berlin.net;
100;00001132;Anna Lautenbach;Frau;Lerchenstr. 82;;86343;Koenigsbrunn;DE;;08912 44376;P;015;D;Anna_Lautenbach@Koenigsbrunn.net;
100;00001133;Salvador Vrsic;Sr.;44 Piedad;;41006;Sevilla;ES;;953345728;P;000;S;Salvador_Vrsic@Sevilla.net;
100;00001134;Siegfried Weiss;Herr;Schillerstr. 12;;15344;Strausberg;DE;;03342 365749;P;005;D;Siegfried_Weiss@Strausberg.net;
100;00001135;Cindy Zimmermann;Mrs;275 Windstone Drive;;76018;Arlington;US;TX;817 472 1902;P;010;E;Cindy_Zimmermann@Arlington.net;
100;00001136;Benjamin Ryan;Mr;130 Voodoo Avenue;;63728;New Orleans;US;;+1 552 48959 68876;P;015;E;Benjamin_Ryan@NewOrleans.net;
100;00001137;Guenther Wohl;Herr;Jacobistrasse 188;;79104;Freiburg;DE;;0761 475633;P;000;D;Guenther_Wohl@Freiburg.net;
100;00001138;Ida Pan;Frau;Dudweilerstr. 155;;66386;St. Ingbert;DE;;06894 194285;P;005;D;Ida_Pan@St.Ingbert.net;
100;00001139;Achim Lautenbach;Herr;Rankestr. 39;;76137;Karlsruhe;DE;;0721 37758;P;010;D;Achim_Lautenbach@Karlsruhe.net;
100;00001140;Carmel Legrand;Dr.;122 Oak Street;;07666;Teaneck;US;;973-331-3069;P;015;E;Carmel_Legrand@Teaneck.net;
100;00001141;Roland Picard;Herr;Gemeindestr. 152;;79761;Waldshut;DE;;07751 800753;P;000;D;Roland_Picard@Waldshut.net;
100;00001142;Johann Pratt;Herr;Ausfallstr. 257;;11111;Berlin;DE;;030 72545675;P;005;D;Johann_Pratt@Berlin.net;
100;00001143;Simon Kreiss;M;rue de Moillebeau 120;;1211;Genève;CH;;+41 22 730 4003;P;010;F;Simon_Kreiss@Genève.net;
100;00001144;Mathilde Sudhoff;Frau;Erlengrund 24;;68789;St. Leon-Rot;DE;;06227 13813;P;015;D;Mathilde_Sudhoff@St.Leon-Rot.net;
100;00001145;August Illner;Herr;Alte Reichsstr. 104;;66464;Homburg;DE;;06841 53232;P;000;D;August_Illner@Homburg.net;
100;00001146;Irene Pan;Frau;Akazienweg 138;;27299;Langwedel;DE;;04232 16212;P;005;D;Irene_Pan@Langwedel.net;
100;00001147;Pierre Eichbaum;M;124 route de Pégomas;;06130;Grasse;FR;;+33 2 72 69 00 32;P;010;F;Pierre_Eichbaum@Grasse.net;
100;00001148;Dominik Pratt;Herr;Albert-Schweitzer-Str. 187;;75305;Neuenburg;DE;;07082/8950;P;015;D;Dominik_Pratt@Neuenburg.net;
100;00001149;Jean Sisko;M;69 rue Voltaire;;B - 1030;Bruxelles;BE;;+32 2 202 1638;P;000;F;Jean_Sisko@Bruxelles.net;
100;00001150;Roland Detemple;Herr;Gemeindestr. 49;;79761;Waldshut;DE;;07751 800753;P;005;D;Roland_Detemple@Waldshut.net;
100;00001151;Hendrik Lindwurm;Herr;Auf dem Huegel 235;;75757;Elsenz;DE;;07272 757575;P;010;D;Hendrik_Lindwurm@Elsenz.net;
100;00001152;Hendrik Gahl;Herr;Auf dem Huegel 143;;75757;Elsenz;DE;;07272 757575;P;015;D;Hendrik_Gahl@Elsenz.net;
100;00001153;Astrid Miguel;Frau;Karl-Schwaner-Str. 129;;68219;Mannheim;DE;;0621 801740;P;000;D;Astrid_Miguel@Mannheim.net;
